age,income,loan_amount,credit_score,employment_years,debt_ratio,num_of_past_defaults,loan_purpose,default
38,44383.43,1495.77,677,15,0.217,0,房贷,0
34,50693.06,22560.48,581,3,0.307,0,教育,1
40,78428.22,20201.63,552,12,0.298,0,房贷,1
38,63889.81,9478.89,659,0,0.288,0,创业,0
30,46750.83,19475.47,671,24,0.722,0,房贷,1
45,77947.02,28997.92,653,4,0.223,0,教育,0
22,79671.19,3037.77,691,17,0.625,1,房贷,0
45,57584.74,16721.29,605,11,0.294,0,房贷,1
53,68034.16,28880.53,666,10,0.545,0,消费,0
56,76451.04,17550.75,626,8,0.382,0,房贷,0
51,74374.27,5587.75,642,6,0.731,0,消费,1
34,65893.51,14030.76,679,13,0.403,0,房贷,0
21,96516.89,23644.01,734,23,0.342,0,教育,0
66,77818.98,3365.99,680,2,0.516,1,消费,0
36,55085.06,11744.18,704,15,0.752,0,创业,0
66,55217.28,9930.4,661,6,0.218,0,教育,0
23,52722.1,6633.0,694,0,0.498,1,消费,1
55,78906.66,14053.22,732,5,0.133,0,消费,0
61,51299.55,11143.9,792,5,0.128,0,车贷,0
26,55652.22,17468.48,745,9,0.331,0,消费,0
45,88276.49,21698.24,656,11,0.739,0,消费,0
33,69215.9,1180.94,740,21,0.332,1,房贷,0
54,91367.72,12574.01,698,18,0.281,1,创业,0
28,82557.32,11548.43,617,5,0.216,0,房贷,0
41,39113.22,13729.02,699,13,0.432,0,教育,0
54,62753.07,11868.5,581,2,0.504,0,教育,1
24,86778.88,3664.37,700,9,0.275,0,消费,0
45,38112.13,24365.37,783,8,0.332,1,消费,0
35,74233.64,27986.47,718,22,0.312,0,房贷,0
24,64136.8,16648.56,744,19,0.527,0,车贷,0
65,26394.65,17083.87,634,18,0.475,1,房贷,1
32,67632.5,13113.92,694,21,0.103,1,房贷,0
52,46575.7,20238.23,709,14,0.308,0,消费,0
52,39311.66,1000.0,639,8,0.389,0,消费,0
48,65201.09,11967.17,708,18,0.471,0,教育,0
33,22521.24,7132.67,692,7,0.161,1,房贷,0
51,50165.61,13239.45,709,21,0.17,0,教育,0
34,121125.83,21287.33,588,3,0.586,0,车贷,1
40,79304.89,12161.79,749,4,0.21,0,消费,0
38,45608.65,8935.82,692,18,0.404,1,房贷,0
49,95891.65,1000.0,652,13,0.635,0,教育,1
26,43175.04,11071.15,653,17,0.325,1,消费,1
52,52818.71,17714.36,657,24,0.461,0,创业,0
49,39725.27,4850.75,602,18,0.39,0,房贷,0
63,70633.76,1000.0,743,5,0.157,0,房贷,0
22,95109.85,31331.04,727,4,0.28,0,创业,0
43,43021.86,14848.99,732,10,0.179,0,车贷,0
39,19670.25,10116.62,766,23,0.408,0,消费,0
51,89001.27,23823.46,673,4,0.516,0,消费,1
25,99183.61,13202.57,544,7,0.387,2,车贷,1
39,21108.23,23322.27,704,4,0.413,0,房贷,1
54,75121.2,22594.07,701,10,0.446,0,车贷,0
30,69983.12,1166.57,769,12,0.487,0,消费,0
45,47675.54,15909.95,736,5,0.519,0,消费,0
22,34324.18,26664.93,669,4,0.557,0,消费,1
31,86818.51,3511.47,650,17,0.442,0,教育,0
51,68939.55,3615.82,730,9,0.476,0,车贷,0
35,70597.38,5053.79,474,15,0.037,0,车贷,1
29,51321.07,19568.56,677,21,0.312,0,创业,0
43,47358.0,14417.28,726,13,0.423,0,消费,0
39,10990.58,1000.0,652,22,0.184,0,车贷,0
29,59983.38,14898.04,633,14,0.471,0,车贷,1
55,96654.18,9858.72,681,2,0.542,0,消费,0
41,45414.4,11045.66,754,2,0.686,0,车贷,0
29,31506.88,4885.33,692,11,0.427,0,教育,0
48,74584.62,14960.19,613,22,0.064,0,车贷,0
66,78641.76,20928.9,745,14,0.232,0,房贷,0
27,52110.07,6543.29,759,10,0.327,0,房贷,0
36,57327.18,1000.0,603,9,0.44,0,房贷,0
36,70805.87,9423.53,850,19,0.073,0,房贷,0
53,61577.91,18428.44,660,14,0.264,0,车贷,0
24,87002.85,8421.24,726,17,0.589,0,房贷,0
24,118619.34,1000.0,711,24,0.151,0,车贷,0
59,27398.4,18487.56,611,13,0.396,0,房贷,0
60,92054.61,24030.46,628,24,0.153,0,车贷,0
37,67315.71,12170.13,665,5,0.128,0,教育,0
57,95540.42,1000.0,529,13,0.174,1,创业,1
59,80935.8,9298.44,717,15,0.239,0,车贷,0
49,66345.44,13288.08,527,1,0.404,0,房贷,1
56,81720.5,5117.44,661,18,0.358,0,车贷,0
58,56328.57,16958.66,613,4,0.334,0,消费,1
59,47965.37,4286.58,701,10,0.266,0,车贷,0
57,82838.99,12217.84,506,10,0.219,0,车贷,1
55,46424.77,10059.26,544,20,0.384,0,创业,1
27,79132.2,17234.77,618,24,0.266,0,车贷,0
47,65676.45,11878.71,696,18,0.097,0,创业,0
48,13752.28,10329.82,676,17,0.109,0,消费,0
42,52363.59,5175.65,734,7,0.476,0,消费,0
34,72366.44,12295.54,668,22,0.157,0,消费,0
27,56067.99,9788.24,659,11,0.316,0,房贷,0
57,10000.0,4600.49,585,8,0.288,0,消费,1
42,94056.5,13355.67,644,2,0.219,0,车贷,0
25,68726.25,15093.76,659,5,0.032,1,教育,0
22,74762.26,9123.54,516,20,0.104,0,房贷,1
47,54587.92,19918.34,598,20,0.274,0,车贷,0
41,76692.77,14243.78,692,23,0.493,0,教育,0
58,105366.04,1087.24,673,0,0.428,1,教育,0
35,48828.39,23367.85,642,16,0.541,0,车贷,0
41,101674.28,18519.4,617,2,0.507,0,教育,1
30,73768.41,20515.57,538,17,0.335,0,消费,1
43,45872.48,15404.28,508,17,0.064,0,教育,1
59,113672.59,1000.0,639,1,0.4,0,教育,0
25,73616.09,21287.26,764,3,0.354,0,消费,0
21,79882.53,12516.7,663,0,0.313,0,消费,1
33,59074.25,15002.36,731,9,0.398,0,教育,0
41,47480.81,16593.26,578,24,0.173,0,创业,0
46,68691.89,28458.36,680,4,0.543,0,车贷,1
65,99792.2,7357.1,611,4,0.578,0,车贷,1
41,58187.48,7576.57,608,8,0.384,0,消费,0
38,64411.47,4766.21,712,13,0.231,0,房贷,0
57,97039.23,2905.49,652,20,0.209,0,创业,0
65,58392.81,3061.98,563,12,0.401,0,车贷,1
52,76226.08,1000.0,667,12,0.305,0,消费,0
56,84301.71,15626.57,610,23,0.193,1,教育,0
37,60670.82,28896.36,559,0,0.75,0,房贷,1
55,71816.43,29438.38,590,16,0.208,0,消费,1
69,79544.26,4754.87,803,19,0.146,0,消费,0
31,56179.87,9686.69,745,7,0.28,0,创业,0
41,82946.83,22483.41,519,2,0.577,0,车贷,1
46,52966.31,15674.95,647,16,0.541,1,教育,1
24,50148.07,13143.38,652,11,0.559,0,消费,0
54,31405.1,9817.76,641,24,0.443,0,车贷,0
68,53923.83,22015.56,614,24,0.422,0,房贷,1
38,47058.94,2879.07,712,24,0.43,0,房贷,0
60,56180.77,16087.44,726,24,0.193,0,创业,0
55,78463.84,14931.94,733,17,0.255,0,车贷,0
61,27035.17,12368.66,683,13,0.377,0,消费,0
49,21557.24,18695.7,703,10,0.159,0,教育,0
49,48520.26,12286.77,636,15,0.685,0,房贷,1
58,75147.07,7456.52,550,3,0.282,0,创业,1
62,71355.03,12786.35,548,17,0.102,0,教育,1
41,48168.63,1000.0,600,6,0.241,0,教育,0
62,90726.98,17208.08,646,10,0.418,0,房贷,0
33,50514.98,19379.95,570,15,0.228,0,车贷,1
69,75173.99,6418.78,581,15,0.194,0,消费,0
61,57018.7,4396.65,634,2,0.261,0,车贷,0
37,45886.92,6732.11,720,24,0.215,1,教育,0
29,51688.53,11464.3,683,22,0.395,0,房贷,0
61,81148.01,13835.03,600,23,0.458,0,消费,1
21,72942.55,25731.68,663,8,0.12,0,消费,0
22,86298.26,24657.27,567,7,0.393,0,消费,1
68,72941.69,19068.11,600,6,0.559,0,房贷,1
49,29554.27,13030.72,544,24,0.139,0,教育,1
53,111517.13,4121.15,690,16,0.458,0,房贷,0
30,73253.72,26276.92,640,10,0.522,0,车贷,1
60,76322.77,9895.04,649,3,0.493,1,车贷,1
41,56709.57,14391.68,716,3,0.219,0,创业,0
48,89489.92,17332.5,590,4,0.292,0,创业,1
31,40951.63,12523.56,693,7,0.231,0,消费,0
54,78416.24,21784.33,799,9,0.46,0,教育,0
28,19248.07,15870.83,591,16,0.223,1,教育,1
42,79898.59,20403.43,551,5,0.519,0,房贷,1
28,41249.89,15802.44,572,8,0.417,0,消费,1
69,71093.88,11677.85,687,9,0.333,0,消费,0
35,94861.49,12630.58,782,7,0.384,0,消费,0
37,83099.78,11470.96,779,14,0.13,0,消费,0
43,91936.4,1083.57,719,17,0.22,0,创业,0
44,89658.67,3493.03,722,22,0.094,1,车贷,0
65,53465.78,18294.65,693,4,0.314,0,车贷,0
39,78163.26,1295.34,711,17,0.45,0,创业,0
25,27051.83,8564.1,681,0,0.195,0,消费,0
52,49887.4,3074.12,604,1,0.253,0,消费,0
64,95638.41,8109.39,780,9,0.148,1,房贷,0
21,56529.19,10680.21,753,5,0.141,0,车贷,0
43,23903.96,8547.01,606,23,0.344,0,车贷,0
57,109301.38,1000.0,705,18,0.14,1,车贷,0
28,77369.51,10422.99,762,20,0.367,0,创业,0
33,81818.52,3849.38,689,10,0.217,0,教育,0
28,43429.67,6589.26,646,17,0.555,0,创业,0
43,71249.24,18294.42,760,15,0.318,0,车贷,0
63,70666.65,20120.84,678,7,0.346,1,房贷,0
21,46927.33,1000.0,616,3,0.258,0,房贷,0
65,61263.97,25333.66,579,10,0.089,0,房贷,1
44,31989.71,7664.26,455,9,0.279,0,消费,1
55,57372.39,6891.41,798,15,0.325,0,房贷,0
44,86424.62,4420.93,601,11,0.355,0,车贷,1
37,48569.34,12475.25,727,21,0.709,0,消费,0
25,106960.55,28843.18,596,2,0.338,0,房贷,1
40,33405.99,1000.0,672,10,0.436,0,房贷,0
41,59276.14,1000.0,691,23,0.313,0,教育,0
60,50558.54,14282.34,573,15,0.438,0,消费,0
51,61036.02,16839.38,727,23,0.374,0,创业,0
66,95172.45,12447.71,646,2,0.402,0,消费,0
56,43341.98,17064.3,699,24,0.726,0,创业,0
31,55072.05,2384.28,762,9,0.113,0,房贷,0
35,79399.13,3968.61,712,20,0.462,0,车贷,0
39,67049.49,13053.64,653,15,0.379,0,消费,0
27,68853.85,26943.59,796,24,0.396,0,消费,0
48,43763.92,16765.79,657,6,0.314,0,消费,0
63,63425.16,17161.23,667,14,0.69,1,教育,1
25,89894.73,2873.75,649,14,0.321,0,房贷,0
25,29590.54,15590.44,574,9,0.111,0,车贷,1
50,49659.2,1951.73,566,2,0.336,0,房贷,1
52,25058.08,27025.94,621,5,0.154,0,房贷,1
28,76813.47,3398.62,589,17,0.354,0,消费,1
30,91960.35,5229.91,641,21,0.495,0,房贷,0
58,60964.98,1000.0,718,4,0.307,0,车贷,0
67,42878.56,12729.44,631,15,0.463,0,创业,1
52,43522.58,12372.23,675,12,0.31,0,车贷,0
68,58464.74,24862.55,625,2,0.376,1,房贷,1
48,58380.82,18599.53,838,14,0.496,0,消费,0
37,85060.3,5278.48,766,22,0.43,0,消费,0
51,50284.73,19423.86,643,19,0.713,0,车贷,0
28,74571.72,1430.12,679,5,0.151,0,消费,0
60,58279.66,5894.0,566,24,0.401,0,车贷,0
45,48615.35,13006.91,645,21,0.146,0,消费,0
29,57731.73,2378.97,618,3,0.131,0,房贷,0
22,72403.84,21049.6,712,14,0.408,1,车贷,0
35,85128.53,31374.16,595,17,0.191,0,教育,1
23,59456.59,9496.56,776,8,0.302,0,消费,0
69,38513.36,6460.66,655,19,0.079,0,消费,0
56,86993.73,10898.49,599,3,0.183,0,消费,0
24,45240.27,7262.34,662,15,0.131,0,房贷,0
34,70738.11,14224.71,712,17,0.111,0,消费,0
61,64453.68,1000.0,696,4,0.394,0,房贷,0
61,61511.46,14707.3,671,12,0.322,0,教育,0
45,54286.52,28251.35,721,5,0.331,0,教育,0
30,78643.27,1000.0,717,21,0.052,0,房贷,0
41,10000.0,2066.5,718,18,0.221,0,房贷,0
56,90002.35,8217.01,641,11,0.291,0,消费,0
32,44924.83,16606.09,640,14,0.229,0,车贷,1
47,73975.05,19568.25,645,8,0.438,1,车贷,1
60,72810.56,18884.44,625,6,0.419,0,消费,1
22,93049.5,1000.0,667,13,0.237,0,房贷,0
33,69350.48,6268.06,660,18,0.133,0,房贷,0
52,46759.6,4347.31,776,19,0.439,0,车贷,0
51,29695.39,11445.81,625,15,0.263,0,房贷,0
36,57326.33,12155.38,591,22,0.317,1,创业,0
52,21920.14,1000.0,705,23,0.041,0,创业,0
52,51173.31,8263.79,665,21,0.357,0,教育,0
54,58562.13,16934.41,612,3,0.424,0,房贷,1
31,49821.85,6659.19,715,11,0.222,0,教育,0
30,65919.02,10298.02,640,17,0.375,0,房贷,0
35,59805.71,26423.56,767,7,0.259,0,车贷,0
37,57790.9,28915.25,593,16,0.402,0,房贷,1
60,11668.69,1000.0,619,24,0.193,0,消费,0
38,36516.49,12968.13,669,23,0.084,0,车贷,0
29,79138.45,36794.78,755,2,0.289,1,教育,0
45,82693.64,16070.2,610,3,0.05,1,房贷,1
60,24546.91,12157.17,686,9,0.395,0,教育,0
34,47076.2,23157.85,579,15,0.238,0,房贷,1
45,88583.24,13853.79,724,19,0.305,0,创业,0
42,49203.15,18027.67,614,1,0.357,0,教育,1
50,62547.2,10212.41,703,11,0.429,0,房贷,0
40,96719.72,13729.84,707,15,0.387,1,车贷,0
41,57045.3,15626.36,533,9,0.41,1,房贷,1
64,53896.17,19357.25,675,4,0.089,0,教育,0
52,61545.19,8330.37,625,11,0.572,1,房贷,1
66,105775.04,8099.36,695,2,0.205,1,教育,0
69,74816.44,1000.0,599,11,0.307,1,车贷,1
41,65419.8,8709.22,619,0,0.333,0,消费,1
55,53464.08,20100.8,744,1,0.338,0,教育,0
52,76853.97,15937.41,738,10,0.442,1,消费,0
50,79513.39,3527.61,590,11,0.327,0,创业,1
59,41390.07,1000.0,786,6,0.464,0,创业,0
69,80105.82,10789.42,479,0,0.505,0,车贷,1
32,61674.65,19852.11,675,12,0.354,0,消费,0
61,65545.57,7929.36,570,12,0.27,0,教育,1
67,45545.64,1000.0,686,1,0.317,0,车贷,0
38,56200.4,6989.19,642,9,0.48,0,消费,0
41,42336.87,14772.35,589,22,0.162,0,房贷,1
33,41279.2,22560.72,608,0,0.404,0,教育,1
41,73295.98,9818.09,605,6,0.021,0,消费,0
28,57187.44,20966.59,665,12,0.284,1,房贷,1
66,36407.97,20024.36,728,23,0.229,0,消费,0
60,112895.16,1998.35,797,1,0.539,0,车贷,0
66,40257.59,22631.02,648,19,0.222,0,消费,0
27,89026.27,14508.46,681,6,0.115,0,创业,0
43,32517.8,1743.19,743,16,0.266,0,消费,0
64,75043.05,26967.07,629,21,0.061,0,创业,0
52,59487.67,10932.61,605,4,0.245,0,房贷,0
31,51160.75,1000.0,796,10,0.352,0,教育,0
42,69328.33,5996.74,647,21,0.225,0,教育,0
42,66369.72,3904.14,675,23,0.377,0,消费,0
63,47125.77,6205.21,548,10,0.316,0,房贷,1
45,46129.74,8215.92,623,10,0.265,0,消费,0
42,30373.89,9812.19,792,16,0.095,0,房贷,0
48,71722.42,9492.48,692,18,0.438,0,房贷,0
49,37416.29,11171.38,658,24,0.109,0,教育,0
33,65087.45,16992.84,758,7,0.32,0,消费,0
38,78034.52,5655.29,545,19,0.128,0,创业,1
22,69577.21,22038.5,631,13,0.564,0,消费,1
49,49091.11,1585.94,819,9,0.553,0,消费,0
41,84993.87,17228.51,657,24,0.141,0,房贷,0
35,56024.63,25967.81,656,6,0.147,0,房贷,0
47,35648.46,10492.47,743,1,0.338,0,消费,0
51,58757.99,13644.46,747,16,0.54,0,房贷,0
35,77909.54,3772.23,569,0,0.348,0,消费,1
43,50162.89,7649.86,690,12,0.261,0,房贷,0
44,84320.01,25325.27,783,18,0.176,0,车贷,0
64,48052.83,18362.1,615,13,0.196,0,消费,0
33,51047.31,15557.63,634,17,0.37,0,消费,0
42,41986.26,1000.0,662,19,0.303,0,车贷,0
63,80041.61,5909.98,709,13,0.2,0,房贷,0
57,63828.66,26781.43,560,14,0.742,0,创业,1
53,43445.24,15492.07,442,13,0.283,0,消费,1
23,56283.37,16552.56,675,23,0.258,0,消费,0
39,10000.0,13449.72,742,4,0.038,0,房贷,0
43,82115.39,6789.59,638,15,0.083,0,车贷,0
49,61243.57,14826.6,617,4,0.219,0,房贷,1
50,12062.76,1000.0,648,21,0.138,0,房贷,0
59,32953.01,1000.0,772,12,0.436,0,房贷,0
64,55724.93,5750.16,613,15,0.056,0,车贷,0
67,36088.24,13633.4,700,14,0.308,0,创业,0
45,82453.69,1000.0,579,4,0.363,0,车贷,0
57,74208.6,13079.86,583,20,0.507,1,消费,1
67,72909.79,3546.25,719,22,0.097,1,创业,0
28,10000.0,4691.48,774,5,0.196,0,房贷,0
62,53439.91,23046.5,722,12,0.302,0,房贷,0
36,49652.44,12317.0,516,15,0.233,1,房贷,1
28,44010.8,4317.65,631,9,0.405,0,创业,0
21,55866.14,13588.08,677,1,0.176,0,消费,0
64,40222.76,1000.0,664,12,0.647,0,教育,0
25,69734.86,15249.81,526,16,0.218,0,消费,1
23,81864.13,21412.2,569,0,0.652,0,房贷,1
21,79968.44,17624.69,604,3,0.163,0,房贷,1
24,61965.95,30340.57,655,17,0.422,0,教育,1
60,108983.27,1000.0,525,5,0.277,0,消费,1
55,90079.45,13079.24,702,11,0.564,0,车贷,0
52,62765.72,1000.0,653,24,0.502,0,房贷,0
62,54390.01,10527.62,587,23,0.5,0,教育,1
54,94436.6,12013.12,674,19,0.364,1,房贷,0
63,87166.78,31378.69,559,12,0.086,0,消费,0
45,33970.6,11491.89,656,1,0.507,0,教育,1
30,88888.07,11333.34,534,16,0.157,0,教育,1
41,61603.78,20543.85,544,22,0.432,1,消费,1
66,46059.95,11551.02,628,9,0.105,0,消费,0
59,21457.47,27564.75,610,18,0.214,1,房贷,1
47,59083.84,17692.32,687,21,0.525,0,车贷,0
47,64730.99,19042.28,659,4,0.608,1,车贷,1
22,99921.21,1000.0,807,20,0.659,1,消费,0
61,86059.14,28874.31,641,11,0.281,1,消费,1
68,52176.49,6420.1,429,17,0.262,0,教育,1
33,73565.53,11917.29,518,8,0.214,0,消费,1
29,83177.49,6452.02,576,10,0.606,0,车贷,1
56,66891.06,3293.86,850,3,0.225,0,消费,0
42,52082.61,1781.57,657,9,0.415,0,房贷,0
62,53292.21,12877.55,738,0,0.275,0,房贷,0
46,73480.41,1000.0,731,1,0.491,0,消费,0
32,74085.57,9936.18,571,8,0.577,1,房贷,1
37,58555.0,20991.03,534,22,0.525,0,消费,1
34,10000.0,17371.51,705,17,0.441,0,消费,1
34,36608.5,15675.7,505,15,0.277,0,消费,1
54,78633.16,4389.23,728,22,0.4,0,消费,0
40,18121.56,1000.0,652,13,0.126,0,教育,0
31,91051.98,20855.25,703,3,0.755,0,创业,0
36,87795.46,8183.84,681,1,0.428,0,教育,0
51,65904.12,11293.83,685,11,0.178,0,教育,0
26,78154.48,10320.45,667,19,0.41,0,教育,0
39,76633.04,17715.34,680,4,0.208,0,创业,0
57,62428.79,27668.19,663,3,0.265,0,房贷,0
24,34774.44,24430.18,564,14,0.453,0,消费,1
67,86280.01,1000.0,632,2,0.498,0,房贷,0
24,95959.06,9377.42,812,21,0.385,0,房贷,0
40,38411.01,1000.0,682,16,0.159,1,创业,0
30,33952.39,19976.65,740,7,0.131,0,房贷,0
44,61990.47,12033.86,591,11,0.228,0,消费,1
55,51223.06,17152.29,590,20,0.548,0,车贷,1
46,68188.88,8649.94,576,7,0.446,0,消费,1
57,91575.87,3165.34,567,19,0.149,0,消费,0
58,15595.25,4619.61,546,19,0.597,1,房贷,1
41,99787.98,1000.0,676,4,0.094,0,教育,0
60,56053.29,1259.11,635,20,0.042,0,房贷,0
59,76259.14,1000.0,721,5,0.525,0,车贷,0
41,78611.97,3196.53,638,4,0.382,0,消费,1
30,81177.51,2715.64,492,20,0.096,0,房贷,1
58,66361.98,15349.79,691,7,0.519,0,消费,0
66,71502.33,15016.32,518,21,0.271,0,房贷,1
24,71358.49,15340.54,675,17,0.221,0,房贷,0
65,51133.78,21987.46,606,3,0.137,1,房贷,1
40,26322.79,11334.13,676,3,0.506,1,车贷,1
37,38177.91,5363.08,559,4,0.63,0,教育,1
27,62706.76,30796.93,714,14,0.329,0,房贷,0
24,47690.25,19697.99,663,5,0.195,0,创业,0
49,47741.09,13294.72,636,20,0.257,0,创业,0
34,104583.52,12704.43,541,15,0.311,0,教育,1
23,83895.69,14462.05,787,13,0.288,0,教育,0
44,59454.33,10282.14,597,13,0.543,1,创业,1
57,79784.77,13089.91,678,15,0.576,0,消费,0
36,55754.09,16244.73,594,21,0.188,0,房贷,0
24,67435.92,5824.44,850,23,0.289,0,消费,0
44,74715.83,1000.0,670,3,0.118,1,房贷,0
54,55812.67,1000.0,617,10,0.201,0,教育,0
50,49924.49,19547.14,702,18,0.171,0,教育,0
38,91926.5,1000.0,713,24,0.051,0,消费,0
39,78510.49,15955.42,688,18,0.173,0,房贷,0
51,15398.56,2187.97,637,7,0.358,0,房贷,0
39,50301.01,2324.91,691,9,0.323,0,消费,0
69,47812.01,5895.31,649,4,0.598,0,消费,0
66,51334.96,13650.12,658,15,0.42,0,教育,0
39,83972.85,1046.97,605,24,0.576,0,消费,0
42,65422.53,6756.07,558,2,0.255,1,消费,1
44,34428.15,11781.39,699,9,0.384,0,教育,0
65,56569.27,1712.77,702,23,0.593,0,车贷,0
32,76918.23,24139.99,751,12,0.694,0,教育,0
50,60167.81,1000.0,663,6,0.062,0,创业,0
58,50817.13,10145.56,645,11,0.613,0,消费,0
51,72286.82,22816.6,561,22,0.387,0,教育,1
56,100600.23,1000.0,657,13,0.466,0,房贷,0
39,75151.35,11068.18,685,9,0.12,0,创业,0
68,93620.71,13129.3,533,8,0.526,0,消费,1
65,52292.49,5142.45,735,11,0.386,0,车贷,0
56,64816.03,11341.4,610,23,0.296,0,房贷,0
50,64371.86,16772.28,646,2,0.427,0,消费,1
69,67610.94,8029.3,702,12,0.101,0,车贷,0
53,74691.43,18496.8,659,5,0.45,0,消费,0
38,44782.68,15338.21,758,5,0.327,0,教育,0
69,79241.32,7045.35,704,20,0.333,0,消费,0
48,29186.51,21583.36,650,18,0.525,0,教育,0
67,35613.35,5702.03,442,24,0.069,0,消费,1
31,111983.77,19275.09,730,6,0.116,0,房贷,0
65,53777.34,5854.37,577,3,0.408,0,消费,1
53,81049.43,9313.38,720,21,0.179,0,房贷,0
37,102362.39,10617.52,694,4,0.677,1,车贷,1
26,14081.97,14877.96,646,0,0.269,1,教育,1
24,89777.42,1000.0,727,17,0.497,1,消费,0
40,79276.76,15893.13,696,16,0.272,0,消费,0
68,101088.74,11128.93,683,8,0.303,1,消费,1
67,39006.49,14428.79,540,8,0.678,0,房贷,1
47,96927.6,16271.15,663,20,0.532,0,车贷,0
35,48732.88,15347.38,573,23,0.169,0,车贷,0
26,88205.11,1000.0,583,9,0.668,0,车贷,1
67,64207.54,2981.41,635,19,0.381,0,消费,0
34,81956.91,14828.94,762,16,0.266,2,房贷,0
31,66075.12,13697.42,686,12,0.114,1,教育,0
59,24533.17,5288.79,690,3,0.374,0,创业,0
29,10000.0,18269.93,714,22,0.119,0,消费,1
46,69618.14,9820.39,599,17,0.278,0,消费,0
36,59197.83,19528.67,550,17,0.376,0,消费,0
25,73760.86,22285.18,537,21,0.412,0,车贷,1
30,59452.62,14365.57,676,8,0.485,0,消费,0
23,109397.7,16722.2,729,2,0.395,0,房贷,0
33,70071.82,6828.09,724,6,0.163,0,房贷,0
63,55167.15,19583.78,602,14,0.646,1,车贷,1
69,72421.99,13854.06,755,8,0.536,0,房贷,0
50,55569.15,9494.96,803,8,0.336,0,教育,0
65,67044.47,1640.04,703,3,0.34,0,房贷,0
26,38215.44,7873.75,764,17,0.317,0,创业,0
37,64811.13,2569.46,721,16,0.309,0,消费,0
65,54487.25,18472.66,644,21,0.321,0,创业,0
39,40299.79,22373.65,613,20,0.342,0,消费,1
62,108466.19,19788.29,547,5,0.497,0,创业,1
55,41157.82,33131.17,629,6,0.404,0,车贷,1
66,65153.21,8086.54,643,24,0.23,0,教育,0
46,47338.22,17070.86,645,9,0.127,1,房贷,0
25,71534.87,1958.48,652,9,0.473,0,消费,0
49,36963.53,10323.37,499,5,0.301,0,消费,1
57,83487.85,1000.0,715,5,0.298,0,教育,0
40,109795.44,16829.65,723,18,0.104,0,车贷,0
69,46530.14,8978.32,686,7,0.122,1,教育,0
41,91773.31,1000.0,578,8,0.278,0,房贷,0
30,56598.65,6177.34,686,0,0.284,0,消费,0
25,98127.4,27241.47,662,15,0.272,0,教育,0
56,113146.98,15488.65,693,5,0.129,0,创业,0
26,59858.49,18537.29,769,22,0.372,0,创业,0
46,31554.15,13067.13,648,7,0.171,0,房贷,0
24,85857.86,10456.75,673,14,0.52,0,创业,0
59,69937.18,12132.42,599,11,0.424,0,创业,1
59,76039.41,14086.18,725,9,0.429,0,消费,0
55,57523.41,2678.45,709,15,0.355,0,消费,0
21,45541.16,18486.03,675,14,0.297,0,房贷,0
44,90527.66,21535.53,586,10,0.349,0,创业,1
56,72035.38,10328.99,612,23,0.386,0,教育,0
26,33241.75,7554.16,532,6,0.285,0,创业,1
61,80111.25,5693.77,611,7,0.29,0,车贷,0
66,75695.71,26953.34,710,10,0.182,0,消费,0
64,57843.42,8155.7,688,8,0.573,0,车贷,1
51,100635.89,17553.17,671,6,0.178,0,车贷,0
40,51400.19,10388.62,764,14,0.241,0,创业,0
44,61282.3,9929.14,681,14,0.391,0,消费,0
45,81910.26,5499.63,620,15,0.402,0,消费,0
56,66688.78,3752.45,611,2,0.253,0,教育,0
41,34542.69,18289.33,644,15,0.033,0,创业,0
50,69043.59,3560.16,628,14,0.53,0,消费,1
44,55883.42,15931.41,727,24,0.405,0,房贷,0
64,83853.92,12769.96,690,0,0.107,0,消费,0
62,68326.8,18397.43,638,13,0.178,0,房贷,0
50,67079.17,6815.39,640,23,0.363,0,消费,0
42,41938.47,21181.23,709,21,0.338,0,车贷,0
48,59939.44,10799.88,731,10,0.58,0,消费,0
27,86342.22,34029.41,531,2,0.483,0,消费,1
55,47916.2,1000.0,648,8,0.591,0,消费,0
48,64283.9,32645.95,666,5,0.385,0,消费,0
34,44398.19,10925.89,698,22,0.416,1,创业,0
30,38955.46,13893.82,668,15,0.344,0,车贷,0
36,63133.1,6863.54,689,10,0.221,1,教育,0
36,68823.63,1000.0,643,17,0.289,0,房贷,0
51,108864.98,7508.63,604,16,0.426,0,教育,1
62,54979.87,8891.66,715,16,0.207,0,房贷,0
45,63896.28,13553.81,717,2,0.489,0,消费,0
33,37498.38,21529.68,706,18,0.232,0,车贷,0
26,78469.28,13621.21,718,23,0.421,0,消费,0
64,73758.09,13769.2,592,22,0.632,0,车贷,1
29,97744.68,15267.13,624,14,0.529,0,车贷,1
65,89455.69,1000.0,738,9,0.125,0,教育,0
56,72730.95,1000.0,685,7,0.309,0,房贷,0
63,54658.43,1000.0,664,16,0.277,0,房贷,0
40,69502.71,8827.17,642,3,0.231,0,消费,0
38,62557.7,1000.0,749,7,0.351,0,教育,0
63,85974.75,6136.81,536,1,0.264,1,房贷,1
41,83177.09,1000.0,681,22,0.085,0,房贷,0
24,58478.86,16145.58,655,7,0.086,0,教育,0
53,32836.14,15720.07,572,24,0.042,0,消费,1
47,94334.52,9444.53,773,6,0.144,0,车贷,0
27,77801.23,1000.0,472,8,0.629,0,房贷,1
26,57971.22,9984.28,668,17,0.105,0,车贷,0
35,76943.21,14793.32,697,16,0.367,0,创业,0
38,66646.95,18891.18,592,0,0.326,0,车贷,1
